EmpID,Name,Age,Salary 
10362360,BBB,-4.0,3200000 
4318441,GGG,10.0,900000 
665020,HHH,-45.0,2100000 
348240,BBB,19.0,3200000 
8471699,AAA,49.0,-1900000 
3129901,DDD,,1500000 
4795709,BBB,47.0,2400000 
9982076,BBB,-45.0,1700000 
15469192,GGG,60.0,1700000 
14129087,HHH,5.0,3200000 
3334203,FFF,48.0,900000 
11809572,AAA,-45.0,1500000 
1280464,DDD,, 
15407315,BBB,2.0,-1900000 
15421775,BBB,-1.0,1500000 
15384982,FFF,-26.0,-1900000 
576972,DDD,15.0,3200000 
15835789,FFF,-17.0,2400000 
300769,GGG,,900000 
7581020,FFF,-45.0,900000 
12296849,CCC,-12.0,-1900000 
69353,AAA,14.0,2100000 
10185521,AAA,23.0, 
2607118,BBB,25.0,1700000 
14378099,DDD,54.0,-1900000 
1472872,AAA,-9.0,3200000 
9754066,AAA,-24.0,3200000 
259336,FFF,-45.0,2100000 
13858676,FFF,57.0,3200000 
3940767,HHH,-45.0,900000 
15310020,CCC,10.0,1500000 
3766929,GGG,51.0,1500000 
209346,BBB,,1500000 
4959710,EEE,-45.0,3200000 
11821221,HHH,,3200000 
15994703,CCC,35.0,1700000 
7556358,CCC,65.0,900000 
7926148,GGG,65.0,-1900000 
15218039,AAA,57.0, 
4136069,CCC,-45.0,2400000 
2559576,CCC,7.0,1700000 
7252925,CCC,22.0,2400000 
8357139,CCC,-45.0,2100000 
7749193,HHH,-45.0,-1900000 
5645190,BBB,16.0,1700000 
6975051,GGG,12.0,2100000 
13104721,DDD,-45.0,1700000 
6513015,FFF,,2400000 
16149062,CCC,-7.0,2400000 
12232296,AAA,-2.0,2400000 
4048619,BBB,-45.0,1700000 
11677493,CCC,4.0,2400000 
14141197,BBB,36.0,-1900000 
3078533,BBB,17.0,-1900000 
6435803,CCC,9.0,2100000 
15785519,CCC,-18.0,3200000 
5171508,GGG,-45.0,900000 
121679,HHH,-17.0,2100000 
15755471,AAA,18.0,1500000 
14728775,GGG,,1500000 
9754971,CCC,-45.0,900000 
3467221,FFF,-45.0,2100000 
5524567,DDD,-45.0,2400000 
7842135,BBB,24.0, 
12320703,FFF,-6.0,-1900000 
5620097,BBB,,1700000 
3580663,CCC,-45.0,-1900000 
4964706,GGG,,3200000 
7243608,HHH,41.0,1500000 
6553316,BBB,57.0,-1900000 
7952760,CCC,3.0,3200000 
12761332,FFF,27.0,1700000 
2827241,HHH,-45.0,3200000 
803494,GGG,46.0,3200000 
7218009,GGG,3.0,1500000 
11654727,HHH,-45.0,1500000 
1836901,GGG,,2400000 
470414,FFF,-45.0,1500000 
16509577,BBB,-42.0,1700000 
7911944,GGG,,2100000 
3188629,FFF,30.0,1500000 
10301271,GGG,-45.0,2400000 
4374805,FFF,34.0, 
3805722,DDD,-2.0,-1900000 
7967228,GGG,-19.0,2400000 
12120079,DDD,-45.0,2400000 
3712065,GGG,25.0,2100000 
4190105,FFF,-1.0,-1900000 
8205031,AAA,-24.0,2400000 
12148634,HHH,12.0, 
12038219,BBB,-16.0,900000 
15227812,BBB,28.0,3200000 
6509244,CCC,39.0,900000 
14257889,CCC,49.0,1500000 
9507212,EEE,25.0, 
13097738,HHH,-5.0,1500000 
6140828,GGG,-4.0,2400000 
3887193,BBB,-17.0,2100000 
8276308,DDD,,2400000 
765316,EEE,28.0,2400000 
8283465,AAA,13.0, 
2802489,CCC,1.0,3200000 
396355,AAA,58.0, 
2303250,DDD,,3200000 
10041027,DDD,48.0,3200000 
9888335,DDD,47.0,3200000 
557944,EEE,-20.0,900000 
9585698,AAA,21.0,900000 
8270073,EEE,6.0,900000 
1022170,FFF,-45.0,2100000 
5388555,BBB,-12.0,1700000 
15922654,DDD,12.0,1700000 
1752415,CCC,,2100000 
4750278,FFF,-45.0,2100000 
10725698,EEE,44.0,-1900000 
14039424,BBB,-32.0, 
15340264,CCC,36.0,1500000 
8263179,DDD,57.0,3200000 
10055844,CCC,-1.0,3200000 
3741719,EEE,-27.0,3200000 
12406505,FFF,44.0,900000 
240266,AAA,1.0, 
7382614,CCC,,2400000 
15021040,EEE,-6.0,2400000 
14012533,BBB,,2100000 
12110298,AAA,-0.0,2400000 
2796931,AAA,12.0,1500000 
2416871,AAA,-45.0,2100000 
12551601,AAA,-12.0,-1900000 
11710192,BBB,-45.0,2400000 
13292463,EEE,16.0,900000 
9912376,AAA,,1700000 
8544120,AAA,18.0,3200000 
10625348,DDD,8.0,-1900000 
3861230,CCC,25.0,3200000 
627086,EEE,10.0,1700000 
3819053,AAA,, 
5089792,EEE,, 
15128003,CCC,,2100000 
9300005,DDD,-12.0,2400000 
15765719,CCC,65.0,3200000 
9212900,GGG,,3200000 
16714938,AAA,-45.0,2100000 
5688975,DDD,-45.0,-1900000 
13823963,HHH,42.0,2400000 
2739140,HHH,22.0,900000 
13457203,AAA,65.0,3200000 
1738556,HHH,30.0, 
416894,EEE,17.0,1500000 
3342512,AAA,32.0, 
12875546,DDD,49.0, 
11005934,AAA,35.0,1500000 
688054,AAA,7.0,3200000 
9199141,EEE,9.0, 
11252077,EEE,-11.0,1500000 
4635920,BBB,,-1900000 
6119238,EEE,16.0,2400000 
11476887,GGG,,3200000 
16754691,AAA,, 
11146441,FFF,-9.0,2400000 
245445,DDD,21.0,1700000 
2514413,BBB,, 
13974996,AAA,,2100000 
5331419,EEE,33.0,-1900000 
4768032,EEE,,2400000 
2733198,AAA,6.0,1500000 
12980562,FFF,19.0,2100000 
12365700,DDD,61.0,1500000 
12359087,CCC,,2400000 
14214580,HHH,21.0,2400000 
7605808,AAA,54.0,3200000 
13873737,EEE,-45.0,2400000 
11285592,EEE,25.0, 
118975,DDD,-45.0,3200000 
3587716,FFF,,900000 
6675585,CCC,-4.0,2400000 
13830900,GGG,-45.0,2100000 
15800077,GGG,5.0,1700000 
299996,HHH,-45.0,900000 
4812334,HHH,5.0,1700000 
15162256,FFF,-6.0,-1900000 
14915521,EEE,13.0,2100000 
12074535,EEE,-45.0,900000 
15285470,FFF,20.0,3200000 
5051918,CCC,52.0,3200000 
15404507,HHH,,2100000 
8679352,HHH,11.0,1500000 
995774,EEE,, 
6371420,EEE,65.0,2400000 
2068875,CCC,,1700000 
15839737,AAA,, 
11339358,EEE,2.0,-1900000 
10476806,FFF,-45.0,900000 
6796070,HHH,56.0, 
8084805,GGG,10.0,900000 
7531366,GGG,3.0,1700000 
2989317,BBB,-45.0,3200000 
9708241,AAA,-45.0,3200000 
8403502,CCC,27.0,2400000 
7664168,DDD,,-1900000 
8506605,EEE,63.0,1500000 
2151260,GGG,3.0,1700000 
5484347,AAA,,1500000 
9102008,BBB,-1.0,3200000 
15378278,EEE,,2100000 
11744864,AAA,,1700000 
9399636,CCC,-45.0,2400000 
11278269,BBB,43.0,-1900000 
13155439,EEE,17.0,2100000 
14183754,BBB,15.0,2100000 
16307578,GGG,,1700000 
6813788,AAA,-16.0,1500000 
8676159,AAA,26.0,3200000 
756960,HHH,29.0,2400000 
143078,CCC,40.0,-1900000 
11558630,HHH,44.0,1700000 
1313171,AAA,,900000 
10064027,AAA,,900000 
5713905,FFF,39.0,2100000 
9451022,HHH,-11.0,-1900000 
778829,GGG,-45.0,-1900000 
10500396,CCC,5.0,-1900000 
10979070,BBB,56.0,2400000 
4767707,HHH,-17.0,1500000 
7655250,CCC,42.0,2400000 
32163,BBB,-23.0, 
9514320,FFF,53.0,1700000 
12314454,DDD,23.0,3200000 
12914305,EEE,,2100000 
16753009,HHH,36.0,2100000 
4084379,GGG,,1500000 
11983426,BBB,16.0,1500000 
6926085,AAA,-15.0,2400000 
6766358,GGG,-10.0,1700000 
8208754,AAA,,-1900000 
118760,FFF,7.0,900000 
2263773,GGG,23.0, 
5471886,DDD,, 
8025361,AAA,-5.0,1500000 
6782049,EEE,64.0,1500000 
3375045,CCC,-24.0,2100000 
11592756,FFF,22.0,1700000 
10704697,BBB,23.0,2100000 
7116608,HHH,-45.0, 
13899666,CCC,49.0,2400000 
16511136,DDD,-22.0,2400000 
2321399,FFF,2.0,2100000 
4489286,EEE,36.0,900000 
9869389,HHH,3.0,-1900000 
15304235,EEE,50.0,1700000 
2110219,HHH,45.0,1500000 
6384905,FFF,47.0,3200000 
4948137,GGG,33.0,1700000 
3509192,GGG,-45.0,3200000 
6919946,AAA,2.0,1700000 
6641361,FFF,-5.0,2100000 
8017283,AAA,4.0,3200000 
4467557,GGG,-38.0,1700000 
596574,DDD,32.0,-1900000 
2292703,HHH,45.0,2100000 
6919135,HHH,11.0,3200000 
7314633,BBB,55.0,2400000 
9882981,EEE,42.0,900000 
9383516,FFF,65.0,900000 
15294968,BBB,,900000 
9574863,AAA,4.0,1700000 
1648167,BBB,-45.0,1500000 
4393794,DDD,65.0, 
1173100,HHH,-10.0,1700000 
13629436,BBB,-45.0,2100000 
1382789,AAA,22.0, 
1152535,HHH,-29.0,1500000 
6217929,EEE,4.0,1500000 
8272531,CCC,-12.0,1500000 
4760976,HHH,39.0,1500000 
13251853,HHH,-45.0,1500000 
14946747,AAA,30.0, 
4446856,GGG,1.0,1500000 
11891433,BBB,-16.0,3200000 
