EmpID,Name,Age,Salary 
3550592,GGG,,1500000 
7775039,FFF,40.0,2100000 
7662198,BBB,37.0, 
14307114,DDD,56.0, 
13943438,GGG,35.0,900000 
5058471,GGG,48.0, 
4032003,FFF,17.0,2100000 
8815997,EEE,37.0,2400000 
8941200,AAA,42.0, 
13877552,HHH,36.0, 
2063752,CCC,36.0,2100000 
14936777,AAA,21.0,1700000 
16195161,FFF,49.0, 
8232159,DDD,31.0,3200000 
14371775,BBB,20.0,1500000 
837732,AAA,45.0,1500000 
9548051,FFF,38.0, 
1484939,FFF,41.0, 
11749439,BBB,42.0,2400000 
6079706,HHH,55.0,2400000 
12674884,DDD,30.0, 
11682399,FFF,,3200000 
6351778,GGG,44.0, 
7645759,AAA,,900000 
12160571,BBB,28.0,900000 
238975,HHH,20.0,2100000 
10537273,AAA,48.0,900000 
13726105,GGG,38.0, 
14816519,GGG,26.0, 
7367755,EEE,50.0, 
15440011,HHH,39.0, 
1350250,BBB,48.0,1500000 
12337271,DDD,55.0,3200000 
11999759,EEE,62.0,3200000 
1552722,AAA,,1500000 
14265527,BBB,36.0, 
11339680,FFF,62.0,2400000 
16499087,FFF,39.0, 
15792474,EEE,36.0, 
2018441,AAA,,1700000 
9271176,HHH,44.0,2100000 
6899960,DDD,61.0, 
7443658,DDD,51.0, 
5972840,CCC,37.0,2400000 
5183144,EEE,43.0, 
7351669,DDD,32.0,900000 
7289289,AAA,38.0,900000 
14018954,GGG,42.0, 
9017112,EEE,52.0,1500000 
9595069,FFF,,2100000 
10256819,FFF,33.0, 
9631576,DDD,23.0,900000 
15393244,EEE,25.0,1700000 
1340735,HHH,41.0, 
13713342,CCC,48.0, 
9266200,FFF,42.0,900000 
13632664,AAA,65.0,1500000 
4065372,EEE,30.0,1500000 
711093,GGG,,3200000 
8412900,AAA,33.0, 
6454632,HHH,62.0, 
5967386,FFF,27.0, 
15642615,FFF,31.0,-1900000 
9920681,DDD,59.0,2400000 
1148341,BBB,49.0, 
11270192,EEE,39.0,1500000 
15977115,BBB,39.0,900000 
3744678,BBB,39.0,-1900000 
14328756,EEE,40.0,900000 
2320150,FFF,32.0, 
13270830,GGG,42.0, 
13366904,DDD,35.0,3200000 
2695972,EEE,17.0,900000 
6662439,EEE,25.0,2100000 
14186907,EEE,32.0, 
9044603,GGG,36.0, 
8616701,CCC,36.0,1500000 
15259087,GGG,18.0,1500000 
6546684,BBB,54.0,3200000 
13844366,GGG,30.0,1500000 
11966236,HHH,25.0,1500000 
2984808,AAA,38.0, 
2821914,DDD,29.0,1500000 
6897487,AAA,22.0,2100000 
3294261,AAA,49.0,1500000 
9481709,BBB,, 
6711631,GGG,44.0, 
13572998,AAA,41.0,2100000 
15581900,HHH,32.0, 
1719705,FFF,55.0,900000 
11192790,CCC,35.0,-1900000 
15173088,HHH,, 
9405348,FFF,31.0, 
10630571,CCC,59.0,2400000 
5355447,HHH,34.0,1500000 
1791540,DDD,29.0,2100000 
14200695,HHH,54.0, 
13753352,AAA,27.0, 
14533575,HHH,60.0,2400000 
3630411,CCC,35.0,1500000 
12221756,GGG,,2100000 
15966974,HHH,55.0,2400000 
14893679,FFF,23.0, 
11344526,FFF,,900000 
15253565,GGG,38.0, 
1613099,BBB,50.0,2100000 
12791228,FFF,21.0,2100000 
14514254,DDD,46.0, 
6662419,CCC,32.0,2100000 
9864959,HHH,59.0,2400000 
4505014,AAA,39.0,900000 
8779729,DDD,, 
16741254,AAA,,1500000 
6247297,EEE,41.0,2400000 
4559934,HHH,35.0,2100000 
93446,BBB,37.0,2100000 
6841671,EEE,33.0,1700000 
5272976,DDD,31.0, 
13801851,GGG,50.0,2400000 
7062148,FFF,, 
3838215,CCC,42.0,3200000 
12968891,HHH,46.0,2400000 
4130194,DDD,21.0, 
3452680,FFF,47.0,900000 
542638,HHH,, 
13850776,EEE,35.0,-1900000 
13299042,FFF,33.0, 
7588785,CCC,39.0,1500000 
10466265,AAA,22.0,900000 
11634493,HHH,59.0, 
4640422,CCC,,900000 
366653,GGG,17.0, 
8294696,EEE,44.0, 
10256666,GGG,47.0,3200000 
4237871,FFF,26.0, 
8370634,CCC,, 
3484102,HHH,47.0, 
7829240,BBB,33.0,1500000 
1940165,GGG,22.0, 
12798429,EEE,41.0,1500000 
4442828,BBB,33.0, 
336406,HHH,51.0, 
3584511,HHH,33.0,2100000 
11095568,BBB,43.0,-1900000 
11701398,CCC,27.0,-1900000 
8303943,CCC,38.0, 
7055276,GGG,54.0,900000 
8994095,AAA,31.0,1500000 
6799500,BBB,46.0, 
12791396,DDD,38.0,900000 
3232993,CCC,, 
16287966,BBB,49.0,3200000 
10362360,AAA,27.0, 
4318441,DDD,41.0,3200000 
665020,DDD,42.0, 
348240,BBB,41.0, 
8471699,FFF,41.0, 
3129901,FFF,, 
4795709,EEE,47.0,2400000 
9982076,DDD,49.0,3200000 
15469192,BBB,26.0,1500000 
14129087,HHH,25.0, 
3334203,EEE,28.0,1700000 
11809572,BBB,23.0,2100000 
1280464,AAA,, 
15407315,BBB,46.0,2100000 
15421775,AAA,16.0, 
15384982,DDD,32.0, 
576972,EEE,41.0, 
15835789,EEE,35.0,900000 
300769,BBB,, 
7581020,BBB,41.0,1500000 
12296849,GGG,42.0, 
69353,DDD,60.0,2400000 
10185521,EEE,44.0,3200000 
2607118,FFF,23.0,1700000 
14378099,GGG,41.0,2100000 
1472872,CCC,38.0, 
9754066,BBB,23.0,3200000 
259336,EEE,35.0, 
13858676,DDD,48.0,2100000 
3940767,FFF,28.0,1500000 
15310020,FFF,39.0, 
3766929,FFF,45.0,3200000 
209346,EEE,,1500000 
4959710,DDD,33.0,900000 
11821221,FFF,, 
15994703,AAA,52.0, 
7556358,GGG,45.0, 
7926148,HHH,38.0, 
15218039,FFF,48.0, 
4136069,CCC,26.0,2100000 
2559576,DDD,36.0,3200000 
7252925,GGG,32.0,900000 
8357139,EEE,45.0, 
7749193,FFF,26.0,1500000 
5645190,CCC,46.0,3200000 
6975051,CCC,37.0, 
13104721,AAA,44.0, 
6513015,EEE,, 
16149062,EEE,20.0,900000 
12232296,AAA,45.0,1700000 
4048619,GGG,20.0,1500000 
11677493,GGG,35.0, 
14141197,EEE,37.0,3200000 
3078533,DDD,21.0,900000 
6435803,GGG,38.0, 
15785519,GGG,34.0, 
5171508,CCC,36.0,1700000 
121679,FFF,25.0,2100000 
15755471,BBB,45.0,3200000 
14728775,AAA,,2100000 
9754971,AAA,40.0,2400000 
3467221,EEE,35.0,900000 
5524567,HHH,46.0, 
7842135,HHH,37.0,3200000 
12320703,HHH,31.0, 
5620097,DDD,,1500000 
3580663,BBB,25.0, 
4964706,DDD,, 
7243608,DDD,41.0,1500000 
6553316,GGG,28.0, 
7952760,BBB,30.0,2100000 
12761332,HHH,37.0, 
2827241,FFF,24.0,900000 
803494,EEE,29.0,2100000 
7218009,FFF,39.0, 
11654727,CCC,38.0,1500000 
1836901,AAA,,2100000 
470414,CCC,44.0,1500000 
16509577,FFF,40.0, 
7911944,HHH,, 
3188629,AAA,31.0,900000 
10301271,CCC,40.0,1700000 
4374805,AAA,34.0,900000 
3805722,EEE,30.0, 
7967228,BBB,56.0, 
12120079,DDD,36.0, 
3712065,EEE,23.0,2100000 
4190105,BBB,28.0,900000 
8205031,FFF,36.0, 
12148634,EEE,24.0,900000 
12038219,FFF,38.0, 
15227812,EEE,45.0, 
6509244,HHH,32.0,1700000 
14257889,AAA,22.0,900000 
9507212,HHH,42.0,3200000 
13097738,GGG,36.0,900000 
6140828,AAA,24.0, 
3887193,FFF,57.0,3200000 
8276308,GGG,,1700000 
765316,DDD,39.0,-1900000 
8283465,FFF,31.0,2100000 
2802489,EEE,45.0,2400000 
396355,EEE,34.0, 
2303250,FFF,,1500000 
10041027,AAA,47.0,2400000 
9888335,CCC,8.0,2100000 
557944,AAA,34.0,1700000 
9585698,FFF,43.0,2100000 
8270073,CCC,38.0,2100000 
1022170,AAA,31.0, 
5388555,FFF,49.0,3200000 
15922654,EEE,36.0,900000 
1752415,EEE,, 
4750278,GGG,38.0, 
10725698,AAA,35.0, 
14039424,BBB,55.0,3200000 
15340264,EEE,55.0,3200000 
8263179,HHH,25.0,2100000 
10055844,EEE,43.0, 
3741719,AAA,34.0, 
12406505,GGG,31.0,1700000 
240266,BBB,32.0,900000 
7382614,GGG,,-1900000 
15021040,GGG,38.0,1500000 
14012533,FFF,,2100000 
12110298,AAA,24.0,900000 
2796931,CCC,24.0, 
2416871,EEE,47.0,1500000 
12551601,AAA,49.0, 
11710192,HHH,41.0, 
13292463,GGG,18.0,1500000 
9912376,DDD,, 
8544120,DDD,33.0,900000 
10625348,GGG,30.0,1500000 
3861230,BBB,39.0, 
627086,DDD,55.0, 
3819053,AAA,,900000 
5089792,BBB,,-1900000 
15128003,BBB,,1500000 
9300005,HHH,53.0, 
15765719,DDD,48.0, 
9212900,AAA,,2100000 
16714938,DDD,42.0, 
5688975,GGG,38.0, 
13823963,CCC,27.0,1500000 
2739140,EEE,22.0,2100000 
13457203,EEE,28.0,2100000 
1738556,EEE,36.0,900000 
416894,CCC,43.0, 
3342512,AAA,32.0, 
12875546,EEE,52.0,3200000 
11005934,GGG,40.0,900000 
688054,BBB,40.0, 
9199141,FFF,26.0,900000 
11252077,AAA,32.0,1500000 
4635920,DDD,, 
6119238,HHH,16.0,1500000 
11476887,HHH,,1700000 
16754691,FFF,, 
11146441,HHH,48.0, 
245445,GGG,27.0,1500000 
2514413,AAA,,3200000 
13974996,FFF,, 
5331419,DDD,26.0, 
4768032,EEE,,1500000 
2733198,AAA,30.0,900000 
12980562,CCC,47.0,3200000 
12365700,EEE,19.0,2100000 
12359087,DDD,,2100000 
14214580,DDD,29.0,2100000 
7605808,CCC,39.0, 
13873737,FFF,27.0,2100000 
11285592,DDD,10.0,2100000 
118975,BBB,29.0,-1900000 
3587716,AAA,,900000 
6675585,CCC,22.0,1700000 
13830900,EEE,39.0, 
15800077,GGG,33.0, 
299996,FFF,31.0,1700000 
4812334,HHH,33.0,1500000 
15162256,CCC,65.0,1500000 
14915521,FFF,31.0,900000 
12074535,DDD,38.0,1700000 
15285470,DDD,28.0,900000 
5051918,EEE,48.0, 
15404507,HHH,,1500000 
8679352,EEE,46.0, 
995774,BBB,,1500000 
6371420,FFF,45.0,1700000 
2068875,GGG,,2100000 
15839737,GGG,,1700000 
11339358,AAA,43.0, 
10476806,GGG,43.0, 
6796070,HHH,35.0, 
8084805,DDD,30.0,1500000 
7531366,AAA,37.0,1500000 
2989317,GGG,23.0,1500000 
9708241,EEE,38.0,900000 
8403502,FFF,15.0,1700000 
7664168,GGG,,3200000 
8506605,CCC,26.0, 
2151260,BBB,40.0,1700000 
5484347,FFF,,1500000 
9102008,GGG,37.0,3200000 
15378278,EEE,,2100000 
11744864,BBB,,2100000 
9399636,CCC,38.0,900000 
11278269,EEE,55.0,2400000 
13155439,BBB,-0.0,2100000 
14183754,DDD,38.0,900000 
16307578,HHH,, 
6813788,AAA,3.0,2100000 
8676159,HHH,37.0, 
756960,AAA,13.0,2100000 
143078,DDD,28.0,1700000 
11558630,CCC,17.0,2100000 
1313171,FFF,, 
10064027,DDD,,1700000 
5713905,DDD,50.0,2400000 
9451022,DDD,64.0,2400000 
778829,HHH,35.0, 
10500396,CCC,45.0,900000 
10979070,HHH,30.0,2100000 
4767707,CCC,55.0,3200000 
7655250,DDD,15.0,1500000 
32163,EEE,37.0,900000 
9514320,CCC,26.0,900000 
12314454,FFF,12.0,1700000 
12914305,CCC,,2100000 
16753009,DDD,44.0,3200000 
4084379,CCC,,3200000 
11983426,BBB,53.0,3200000 
6926085,AAA,24.0,1700000 
6766358,FFF,40.0,-1900000 
8208754,HHH,,2100000 
118760,AAA,40.0, 
2263773,GGG,35.0, 
5471886,FFF,,1500000 
8025361,GGG,24.0,2100000 
6782049,AAA,65.0, 
3375045,FFF,28.0,1500000 
11592756,CCC,57.0,1500000 
10704697,HHH,57.0,3200000 
7116608,BBB,-3.0,2100000 
13899666,HHH,20.0,900000 
16511136,GGG,23.0,900000 
2321399,DDD,44.0, 
4489286,DDD,44.0, 
9869389,BBB,27.0,900000 
15304235,BBB,36.0,1500000 
2110219,GGG,60.0,2400000 
6384905,AAA,39.0,2400000 
4948137,EEE,46.0, 
3509192,AAA,25.0,2100000 
6919946,FFF,48.0, 
6641361,FFF,45.0, 
8017283,FFF,47.0, 
4467557,AAA,20.0,2100000 
596574,BBB,51.0, 
2292703,EEE,44.0,1500000 
6919135,GGG,32.0,1700000 
7314633,HHH,46.0,2100000 
9882981,CCC,32.0, 
9383516,BBB,40.0, 
15294968,BBB,,3200000 
9574863,GGG,31.0, 
1648167,CCC,19.0,2100000 
4393794,AAA,38.0,2100000 
1173100,HHH,30.0,2100000 
13629436,HHH,24.0, 
1382789,BBB,43.0,3200000 
1152535,FFF,31.0, 
6217929,BBB,35.0, 
8272531,GGG,46.0, 
4760976,HHH,23.0, 
13251853,GGG,19.0,2100000 
14946747,FFF,35.0,1700000 
4446856,DDD,25.0,900000 
11891433,DDD,42.0, 
12256899,HHH,29.0, 
10523896,BBB,20.0,2100000 
856274,GGG,, 
16430233,CCC,29.0,1500000 
3409564,HHH,52.0,1700000 
5134827,EEE,, 
15268201,CCC,,2100000 
14355485,EEE,33.0,2100000 
1710726,AAA,46.0,1500000 
2925318,HHH,47.0, 
16721477,CCC,62.0, 
10118445,DDD,47.0,1500000 
10705513,AAA,36.0,3200000 
15477807,BBB,20.0,2100000 
1404395,EEE,41.0, 
2329247,DDD,, 
2675153,FFF,47.0,3200000 
11374462,DDD,22.0,-1900000 
13862554,CCC,19.0,1500000 
6742940,DDD,48.0,1500000 
5455235,EEE,46.0,3200000 
480762,AAA,,2100000 
6061942,FFF,42.0,900000 
15164820,AAA,37.0,1700000 
9023342,GGG,41.0,1700000 
5767846,DDD,33.0,3200000 
13083688,BBB,29.0,900000 
558558,FFF,42.0, 
4840626,AAA,46.0, 
7874095,BBB,29.0, 
1683660,BBB,45.0, 
6069258,HHH,35.0, 
4141675,BBB,25.0, 
3122483,DDD,27.0,2100000 
7654411,AAA,23.0,900000 
5995843,EEE,, 
10790200,GGG,47.0,2400000 
16264565,BBB,25.0,1700000 
1550667,HHH,33.0, 
7516659,FFF,31.0,2100000 
11690401,CCC,26.0,1500000 
2768321,BBB,19.0,2100000 
9071852,DDD,45.0, 
13374908,FFF,35.0, 
3804987,DDD,22.0, 
7656729,BBB,29.0,-1900000 
4938021,CCC,, 
7990755,EEE,34.0,2100000 
13986276,CCC,,2100000 
8172889,EEE,44.0,1700000 
12927380,HHH,26.0,900000 
4085623,EEE,35.0,2100000 
8726154,EEE,, 
14866090,GGG,40.0,2100000 
8816123,EEE,23.0,1500000 
6358645,HHH,42.0, 
6777983,HHH,31.0, 
5847340,EEE,30.0,1500000 
3329969,DDD,46.0,3200000 
10800972,BBB,, 
1668563,HHH,24.0,3200000 
2945067,BBB,38.0,900000 
5765006,CCC,38.0, 
4886748,BBB,42.0,1700000 
7548306,DDD,,3200000 
6189374,HHH,26.0,2100000 
10224153,FFF,,1500000 
6745573,GGG,38.0, 
232345,GGG,43.0, 
13689259,FFF,17.0,2100000 
6473314,HHH,32.0,900000 
4321076,BBB,51.0,1500000 
6452681,GGG,32.0, 
14810075,BBB,52.0,3200000 
772943,CCC,40.0,2100000 
265240,BBB,49.0,2400000 
16015078,DDD,,1700000 
4715603,HHH,43.0, 
6867280,EEE,42.0,1500000 
8567224,DDD,53.0,2400000 
4924879,EEE,39.0,1500000 
8611311,DDD,44.0,2400000 
14334113,DDD,34.0, 
16224508,FFF,21.0,1500000 
491463,BBB,,2100000 
5728840,CCC,41.0,1500000 
1145946,GGG,47.0, 
6320453,FFF,24.0, 
5997041,EEE,46.0, 
5887359,GGG,60.0,2400000 
7237755,BBB,, 
5676170,CCC,35.0, 
8643484,BBB,51.0,2400000 
9108246,GGG,36.0,2100000 
4134088,AAA,, 
594287,CCC,, 
13380902,DDD,39.0,3200000 
13773923,AAA,47.0, 
4506522,HHH,20.0,900000 
22696,EEE,49.0,900000 
15460449,BBB,49.0, 
12022240,EEE,38.0,2100000 
15394492,FFF,39.0, 
2447479,BBB,37.0,900000 
2011825,DDD,, 
763735,HHH,27.0,1500000 
2950486,GGG,45.0, 
3165694,FFF,29.0,2100000 
14599413,EEE,31.0, 
2500856,HHH,34.0,1500000 
12034876,BBB,30.0,1700000 
15750998,CCC,36.0,1500000 
14586792,CCC,54.0,3200000 
14606043,HHH,47.0,2100000 
15135805,AAA,38.0,1500000 
11696271,EEE,,3200000 
15731827,EEE,49.0,1500000 
8001355,GGG,36.0, 
1430970,CCC,30.0, 
9628180,FFF,33.0,1500000 
10905544,GGG,, 
14110992,EEE,14.0,1500000 
9727392,DDD,43.0, 
11580032,CCC,46.0,1700000 
4818148,GGG,,2100000 
11866074,BBB,8.0,2100000 
16441718,FFF,64.0,3200000 
2128147,FFF,41.0, 
14421877,AAA,26.0,1500000 
2415851,AAA,44.0, 
7179051,EEE,29.0, 
14933200,FFF,, 
14232433,EEE,39.0,2400000 
11232859,FFF,42.0,-1900000 
8828368,GGG,53.0,900000 
2462237,FFF,,1500000 
1300677,HHH,52.0, 
12390535,AAA,13.0,2100000 
11173622,FFF,37.0, 
14974466,BBB,, 
1379171,AAA,49.0,3200000 
15417882,CCC,32.0,2100000 
5814522,EEE,39.0,900000 
198465,AAA,45.0,3200000 
7620486,GGG,39.0,900000 
4490440,CCC,19.0,2100000 
6646017,EEE,29.0,2100000 
11784676,CCC,54.0, 
9199436,GGG,33.0,1500000 
9732534,CCC,55.0, 
15271788,BBB,33.0,-1900000 
9064482,CCC,38.0,2100000 
3718029,HHH,,2100000 
6219360,HHH,29.0,1500000 
338111,GGG,31.0, 
296960,GGG,46.0,3200000 
7765120,AAA,63.0, 
5066619,HHH,29.0,900000 
3001145,GGG,41.0, 
14354051,GGG,29.0,900000 
15181089,BBB,53.0, 
16001801,DDD,43.0,2400000 
4070990,AAA,35.0,900000 
9572909,CCC,23.0,900000 
4975582,FFF,34.0, 
1821569,GGG,56.0, 
12122181,BBB,25.0, 
12689432,HHH,, 
9961787,AAA,43.0,2400000 
16508823,DDD,45.0, 
9327226,AAA,48.0, 
14845788,HHH,28.0,900000 
10971712,BBB,33.0,900000 
2024491,HHH,37.0,2100000 
8700349,BBB,37.0,900000 
3840004,EEE,42.0, 
15195906,BBB,31.0,1500000 
9926688,BBB,22.0,2100000 
10364129,EEE,45.0,1500000 
1396553,DDD,50.0,2400000 
6330716,BBB,35.0,900000 
6255874,BBB,55.0, 
48302,AAA,, 
16548786,AAA,34.0,2100000 
8858773,CCC,34.0,1500000 
6266061,BBB,32.0,2100000 
1162855,AAA,22.0,2100000 
16208351,HHH,36.0, 
3298664,CCC,, 
8698458,AAA,38.0,1500000 
10776173,AAA,33.0, 
1800569,HHH,,1500000 
8641877,FFF,25.0,1700000 
11891152,CCC,44.0, 
9882568,FFF,60.0,3200000 
10844905,CCC,41.0,2100000 
3743938,EEE,28.0, 
9180325,DDD,46.0, 
3029215,HHH,29.0, 
10451306,FFF,65.0,3200000 
4929375,CCC,31.0,900000 
11236755,AAA,25.0,1700000 
15619743,CCC,,2100000 
8509756,CCC,45.0,3200000 
8929082,CCC,31.0, 
13885300,FFF,,3200000 
3649772,FFF,65.0,2400000 
1478099,GGG,31.0,3200000 
12158606,FFF,, 
7635698,EEE,43.0,1500000 
12678778,FFF,,2100000 
9512656,GGG,30.0, 
9885458,AAA,61.0,2400000 
15451613,CCC,29.0,1700000 
1895513,CCC,15.0,1500000 
6818577,CCC,, 
16586266,BBB,65.0,2400000 
12620836,HHH,37.0, 
8010411,AAA,26.0,2100000 
12518379,HHH,24.0,2100000 
9298735,EEE,43.0,3200000 
9608494,FFF,42.0, 
5974295,CCC,46.0,2400000 
10519001,GGG,,1500000 
10567949,EEE,52.0,1500000 
15648760,HHH,32.0,2100000 
12277722,FFF,40.0,900000 
13637478,FFF,55.0,1500000 
10151724,BBB,59.0,2400000 
13601087,BBB,30.0,1700000 
9880836,CCC,27.0, 
5892561,CCC,29.0, 
6286178,EEE,33.0,2100000 
9604779,BBB,32.0,1500000 
15795836,CCC,56.0, 
718791,DDD,21.0, 
10127787,DDD,,2100000 
11292243,AAA,44.0,3200000 
120180,HHH,23.0, 
6749195,FFF,55.0,3200000 
2390647,DDD,40.0,900000 
13172180,BBB,32.0, 
7779394,BBB,36.0,2100000 
10706652,CCC,32.0,1500000 
7764879,DDD,49.0, 
1194990,FFF,37.0,2100000 
1255254,GGG,23.0,1500000 
2863443,EEE,38.0,1700000 
7884301,GGG,29.0, 
11372226,CCC,34.0,2100000 
9097812,HHH,43.0,2100000 
3855016,GGG,8.0,900000 
8372617,CCC,23.0,1500000 
11440963,DDD,,2400000 
16273562,DDD,35.0, 
732475,FFF,32.0, 
3780561,EEE,22.0, 
12033686,DDD,30.0,1500000 
2491112,EEE,39.0, 
3725541,CCC,46.0, 
913789,EEE,46.0,900000 
12465444,GGG,25.0,900000 
13917190,HHH,, 
9087885,EEE,41.0,1700000 
9341428,CCC,30.0, 
4363147,BBB,37.0,1500000 
6445585,GGG,,1700000 
7422228,EEE,19.0,900000 
9527690,FFF,41.0,1500000 
7550284,BBB,32.0, 
3153074,AAA,36.0, 
2622425,DDD,,2100000 
16571740,BBB,39.0, 
4131737,HHH,41.0, 
3225591,GGG,28.0,1500000 
8715633,GGG,46.0,1700000 
4030301,CCC,32.0, 
16029965,EEE,29.0, 
15352568,FFF,27.0,1700000 
10274359,DDD,35.0, 
14717104,BBB,46.0,3200000 
16698527,BBB,57.0, 
4357809,CCC,20.0,2100000 
13839800,BBB,25.0, 
7302495,FFF,31.0, 
1847553,DDD,31.0,900000 
12117705,EEE,45.0,1500000 
2622389,BBB,57.0, 
10496286,DDD,32.0,1700000 
1918392,AAA,36.0,900000 
14888841,BBB,47.0,3200000 
4812812,EEE,33.0,900000 
13599326,DDD,23.0,2100000 
3179981,FFF,40.0, 
16145327,CCC,42.0, 
3323730,EEE,30.0,1700000 
11736650,GGG,43.0, 
15111255,CCC,28.0, 
8983942,GGG,37.0,900000 
11656388,AAA,32.0,2100000 
1896360,HHH,, 
12805782,BBB,46.0, 
14409612,BBB,31.0,1500000 
7632328,BBB,56.0, 
3191029,AAA,63.0,2400000 
11927071,HHH,17.0, 
7639425,AAA,44.0,2100000 
1087444,BBB,48.0, 
10576217,DDD,38.0,900000 
5071865,EEE,29.0,1700000 
12364004,BBB,31.0,3200000 
13786569,FFF,21.0,2100000 
10118807,HHH,30.0,1500000 
4423441,GGG,,1700000 
7094404,GGG,32.0, 
4233414,AAA,29.0, 
4257822,EEE,,2100000 
14365323,EEE,22.0,900000 
15913341,EEE,18.0,1700000 
13645154,GGG,33.0, 
12461742,AAA,43.0,3200000 
5748958,FFF,40.0,-1900000 
8945028,BBB,33.0,1700000 
4850468,CCC,41.0,1700000 
371969,HHH,15.0,2100000 
4148088,CCC,34.0,2100000 
2293833,CCC,45.0, 
16678976,FFF,36.0, 
5042079,CCC,48.0, 
10953951,FFF,,900000 
8121749,HHH,35.0,1700000 
5956090,CCC,30.0,2100000 
13281844,GGG,38.0,1500000 
4589485,FFF,35.0,2100000 
2909349,AAA,19.0,2100000 
14294218,DDD,41.0, 
12958664,CCC,,2100000 
976186,BBB,24.0, 
3329638,BBB,32.0,2100000 
2554133,FFF,64.0,3200000 
1517919,DDD,51.0,2400000 
6048058,AAA,,1500000 
13753229,GGG,37.0,1700000 
15168539,DDD,65.0,3200000 
14979784,FFF,31.0,1500000 
6820043,EEE,38.0, 
11197002,EEE,31.0, 
4023612,GGG,13.0,1500000 
6074361,HHH,, 
6515372,GGG,,1500000 
10462028,AAA,55.0, 
4043796,HHH,47.0, 
1109584,GGG,39.0, 
5475328,DDD,51.0, 
1531752,AAA,45.0,1500000 
14681460,DDD,13.0,900000 
2968168,AAA,41.0,1500000 
86925,AAA,32.0,1700000 
180502,BBB,29.0,900000 
7012744,AAA,40.0,900000 
4762223,CCC,37.0, 
2315005,EEE,, 
8472961,EEE,16.0,2100000 
13223931,DDD,38.0, 
5628820,DDD,31.0,2100000 
13906958,EEE,22.0,3200000 
10893317,EEE,46.0,3200000 
16082321,BBB,,2100000 
14225334,GGG,, 
6127464,FFF,,2100000 
12674919,EEE,25.0,2100000 
12965703,FFF,16.0,2100000 
7410200,DDD,32.0,900000 
10048350,DDD,34.0,1500000 
8188685,EEE,34.0,3200000 
8035310,CCC,34.0, 
1630409,DDD,48.0, 
6589778,GGG,17.0,900000 
7060423,BBB,28.0,900000 
1010466,HHH,35.0, 
2595093,FFF,27.0, 
3264002,CCC,31.0,1700000 
8766976,FFF,20.0, 
13629573,BBB,42.0, 
3223322,FFF,45.0,3200000 
827318,EEE,30.0,1500000 
16385154,CCC,,900000 
14641793,BBB,31.0, 
15623063,CCC,40.0, 
16359984,HHH,35.0,1500000 
3238103,HHH,34.0,2100000 
8433331,HHH,29.0,900000 
2459148,CCC,,2400000 
8272623,BBB,65.0,2400000 
6255276,AAA,32.0,1700000 
13741887,EEE,26.0,3200000 
16077851,EEE,55.0,1700000 
1447388,BBB,, 
12809747,GGG,29.0, 
100621,BBB,,2400000 
16492688,CCC,,3200000 
14509291,GGG,, 
2174588,EEE,,2100000 
3385674,FFF,29.0, 
12365651,HHH,32.0,900000 
11919407,CCC,31.0,1500000 
12027669,DDD,30.0,900000 
12351278,BBB,36.0,900000 
4668063,AAA,28.0,900000 
4798024,AAA,40.0, 
12387677,FFF,40.0,1700000 
1928711,DDD,49.0, 
